spec,gamma_star,beta_low,se_low,beta_high,se_high,diff,diff_se,diff_p
D6 EBS_2000 full sample,39,0.093669828849972,0.0312858235096555,0.03206848182516,0.0348259569477415,-0.061601347024812,0.0133953357629827,4.25102492559653e-06
