newaimag,year,schools,n_students,n_teachers,students_per_teacher
20,2014,10047.0,210.0,201.9,1.0401188707280833
20,2013,9845.0,203.0,192.3,1.0556422256890274
20,2012,9521.0,207.0,186.8,1.10813704496788
20,2011,9335.0,206.0,186.7,1.1033743974290307
20,2010,9271.0,206.0,184.6,1.1159263271939328
20,2009,9126.0,209.0,184.3,1.134020618556701
20,2008,8821.0,207.0,185.0,1.1189189189189188
20,2007,8231.0,210.0,184.3,1.1394465545306565
20,2006,7776.0,200.0,185.2,1.0799136069114472
20,2005,7666.0,190.0,186.2,1.0204081632653061
20,2004,7085.0,178.0,185.6,0.959051724137931
20,2003,6788.0,163.0,180.0,0.9055555555555556
20,2002,6577.0,156.0,176.0,0.8863636363636364
20,2001,6316.0,150.0,169.5,0.8849557522123894
20,2000,5958.0,146.0,162.5,0.8984615384615384
